City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,waingapu,-9.6567,120.2641,28.43,61,82,6.06,ID,1689488815
279,ciudad bolivar,8.1222,-63.5497,24.29,91,93,2.65,VE,1689488815
280,la passe,45.5549,-0.8967,18.88,65,66,4.15,FR,1689488815
281,baxter,46.3433,-94.2867,13.16,87,0,2.06,US,1689488815
282,arteche,12.2645,125.4048,31.84,60,100,2.68,PH,1689488816
283,muisne,0.6,-80.0333,25.12,85,40,2.16,EC,1689488816
284,xapuri,-10.6517,-68.5044,19.62,83,6,0.92,BR,1689488816
285,san ignacio rio muerto,27.4167,-110.2333,32.13,60,85,1.72,MX,1689488816
286,dauphin,51.1494,-100.0502,11.08,93,75,3.09,CA,1689488816
287,kyzylorda,44.8528,65.5092,33.01,19,0,4.0,KZ,1689488816
288,sambava,-14.2667,50.1667,24.33,68,63,5.48,MG,1689488816
289,sebdou,34.637,-1.3314,16.61,31,19,2.59,DZ,1689488816
290,karwar,14.8,74.1333,27.27,81,100,4.81,IN,1689488817
291,nadym,65.5333,72.5167,17.35,45,36,4.99,RU,1689488817
292,molchanovo,57.5817,83.7692,23.32,55,75,2.09,RU,1689488817
293,saipan,15.1355,145.701,30.39,100,40,6.17,MP,1689488817
294,cao bang,22.6667,106.25,34.7,45,94,4.19,VN,1689488817
295,lauro de freitas,-12.8944,-38.3272,26.01,78,40,4.12,BR,1689488797
296,ketchikan,55.3422,-131.6461,16.26,88,100,0.0,US,1689488817
297,bubaque,11.2833,-15.8333,26.83,79,64,3.74,GW,1689488817
298,rongelap,11.1635,166.8941,28.49,77,54,5.36,MH,1689488818
299,fale old settlement,-9.3852,-171.2468,28.46,72,98,3.46,TK,1689488818
300,gua musang,4.8823,101.9644,35.23,40,67,0.57,MY,1689488818
301,tofol,5.3248,163.0078,26.88,78,100,4.12,FM,1689488818
302,linden,6.0,-58.3,22.68,99,42,0.81,GY,1689488837
303,cole harbour,44.6724,-63.4751,20.1,97,76,1.54,CA,1689488837
304,wynyard,-41.0,145.7167,12.12,77,99,5.4,AU,1689488837
305,sandnessjoen,66.0217,12.6316,16.29,72,100,7.62,NO,1689488838
306,kone,-21.0595,164.8658,22.1,54,3,4.74,NC,1689488838
307,xiaoweizhai,26.1903,107.5125,30.11,47,29,5.21,CN,1689488838
308,sittwe,20.15,92.9,27.7,81,100,4.91,MM,1689488857
309,dali,25.7,100.1833,25.89,37,95,0.76,CN,1689488857
310,bowen,-20.0167,148.2333,23.57,55,10,8.21,AU,1689488877
311,baotou,40.6522,109.8222,29.43,19,0,1.61,CN,1689488846
312,nzerekore,7.7562,-8.8179,20.84,99,97,1.14,GN,1689488877
313,vilyuchinsk,52.9306,158.4028,18.15,86,75,2.94,RU,1689488896
314,fereydun kenar,36.6864,52.5225,27.04,64,1,2.47,IR,1689488896
315,canton,23.1167,113.25,34.97,48,61,5.18,CN,1689488897
316,zaragoza,41.6561,-0.8773,19.25,56,0,7.72,ES,1689488673
317,sisimiut,66.9395,-53.6735,4.72,94,100,2.28,GL,1689488897
318,antalaha,-14.9003,50.2788,22.78,79,85,3.85,MG,1689488898
319,tacna,-18.0056,-70.2483,13.5,84,47,0.39,PE,1689488805
320,canto do buriti,-8.11,-42.9444,22.77,50,0,2.74,BR,1689488898
321,ledbury,52.0364,-2.4263,15.87,84,80,6.03,GB,1689488898
322,sao jose da coroa grande,-8.8978,-35.1478,23.63,86,22,2.85,BR,1689488898
323,le vauclin,14.5452,-60.8388,28.03,74,75,4.63,MQ,1689488898
324,maloye ganyushkino,46.6,49.2667,25.47,38,0,10.71,KZ,1689488898
325,as sulayyil,20.4607,45.5779,36.14,7,3,3.25,SA,1689488899
326,la'ie,21.6477,-157.9253,26.98,73,2,3.58,US,1689488899
327,swift current,50.2834,-107.8014,14.45,77,0,2.06,CA,1689488845
328,quata,-22.2475,-50.6983,14.21,46,32,2.03,BR,1689488899
329,santo antonio do ica,-3.1022,-67.9397,21.9,99,96,0.52,BR,1689488899
330,oppdal,62.5943,9.6912,14.86,74,84,6.16,NO,1689488900
331,okha,53.5739,142.9478,16.71,60,100,4.65,RU,1689488900
332,cabedelo,-6.9811,-34.8339,23.37,84,22,4.78,BR,1689488900
333,qujing,25.4833,103.7833,24.22,38,90,6.56,CN,1689488900
334,duba,27.3513,35.6901,33.2,45,2,1.36,SA,1689488900
335,garissa,-0.4536,39.6401,25.65,63,26,8.56,KE,1689488900
336,buritis,-15.6178,-46.4233,20.63,57,20,1.81,BR,1689488901
337,geraldton,-28.7667,114.6,19.23,32,0,2.57,AU,1689488901
338,dhandhuka,22.3667,71.9833,32.04,61,84,6.06,IN,1689488901
339,alakurtti,66.9672,30.3491,19.57,52,5,3.52,RU,1689488901
340,brisas de zicatela,15.8369,-97.0419,27.29,69,0,3.6,MX,1689488902
341,ancud,-41.8697,-73.8203,4.21,84,10,1.79,CL,1689488902
342,dudinka,69.4058,86.1778,5.9,67,100,6.25,RU,1689488902
343,damghan,36.1683,54.348,32.28,26,22,2.03,IR,1689488902
344,boca do acre,-8.7522,-67.3978,21.84,80,16,1.1,BR,1689488922
345,cavelossim,15.1726,73.9419,28.99,81,97,5.15,IN,1689488923
346,natagaima,3.6206,-75.0941,24.48,64,60,2.19,CO,1689488923
347,hengchun,22.0042,120.7439,28.19,79,100,3.83,TW,1689488739
348,ambalangoda,6.2355,80.0538,29.31,76,56,6.14,LK,1689488923
349,el granada,37.5027,-122.4694,23.36,86,100,6.69,US,1689488923
350,beyneu,45.3167,55.2,28.08,37,89,7.56,KZ,1689488923
351,port blair,11.6667,92.75,31.02,70,40,7.72,IN,1689488924
352,donna,26.1703,-98.0519,29.1,85,100,8.75,US,1689488924
353,tangalle,6.024,80.7911,34.09,73,86,6.59,LK,1689488924
354,pindushi,62.9152,34.58,21.99,57,19,0.61,RU,1689488924
355,biasca,46.3597,8.9697,25.37,85,56,0.76,CH,1689488924
356,brandon,27.9378,-82.2859,28.95,89,0,2.06,US,1689488863
357,kol'chugino,56.3,39.3833,18.85,66,20,3.31,RU,1689488944
358,roma,43.2128,-75.4557,24.08,79,75,4.12,US,1689488963
359,alice springs,-23.7,133.8833,19.75,42,0,5.14,AU,1689488963
360,yeppoon,-23.1333,150.7333,20.88,65,79,4.99,AU,1689488963
361,kailua-kona,19.6406,-155.9956,24.98,91,0,2.57,US,1689488858
362,chany,55.3121,76.7647,16.64,89,100,6.55,RU,1689488964
363,belyy yar,53.6039,91.3903,23.94,50,40,3.0,RU,1689488964
364,port augusta,-32.5,137.7667,15.46,39,0,4.15,AU,1689488983
365,usogorsk,63.4106,48.6872,23.42,50,100,1.16,RU,1689488983
366,kerimaki,61.9167,29.2833,21.97,64,0,1.03,FI,1689488983
367,ola,59.5833,151.2833,21.19,79,60,4.06,RU,1689488983
368,viedma,-40.8135,-62.9967,4.47,71,35,3.65,AR,1689488984
369,puerto ayacucho,5.6639,-67.6236,23.41,94,56,1.3,VE,1689488984
370,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,1689488984
371,ulanhot,46.0833,122.0833,24.84,63,67,6.48,CN,1689488984
372,cheyyar,12.6667,79.55,32.42,49,100,5.72,IN,1689488984
373,gazojak,41.1875,61.4036,36.28,11,8,0.79,TM,1689489005
374,preston,53.7667,-2.7167,14.9,88,100,9.22,GB,1689489005
375,bismarck,46.8083,-100.7837,16.56,76,0,5.66,US,1689488973
376,meadow lakes,61.6247,-149.6011,13.25,93,100,4.12,US,1689489025
377,manado,1.487,124.8455,31.43,62,75,2.06,ID,1689488871
378,dickinson,29.4608,-95.0513,28.97,90,20,4.12,US,1689489025
379,khorugh,37.4897,71.553,26.13,32,88,0.56,TJ,1689489025
380,merizo village,13.2658,144.6691,31.31,85,60,6.75,GU,1689489025
381,chinsali,-10.5414,32.0816,17.48,57,6,4.45,ZM,1689489026
382,coahuayana de hidalgo,18.7,-103.6583,26.14,94,43,1.21,MX,1689489026
383,morant bay,17.8815,-76.4093,29.79,84,48,3.82,JM,1689489045
384,narva,59.3772,28.1903,22.38,43,19,1.64,EE,1689489045
385,nguigmi,14.2495,13.1092,30.68,49,89,4.42,NE,1689489045
386,makakilo city,21.3469,-158.0858,26.18,65,0,4.12,US,1689489046
387,ust'-ordynskiy,52.805,104.7508,31.98,35,36,1.4,RU,1689489046
388,mucur,39.0615,34.3829,21.01,40,0,5.42,TR,1689489046
389,manjeshvar,12.7,74.8833,26.66,74,88,4.39,IN,1689489046
390,noble,35.1392,-97.3948,23.62,92,0,0.0,US,1689489046
391,trairi,-3.2778,-39.2689,23.83,90,5,3.45,BR,1689488948
392,coxen hole,16.3244,-86.5366,30.2,79,40,12.86,HN,1689489046
393,turpan,42.9333,89.1667,47.24,6,0,2.35,CN,1689489047
394,plettenberg bay,-34.0527,23.3716,14.8,54,7,1.38,ZA,1689489047
395,san nicolas,18.1725,120.5953,33.95,62,75,6.17,PH,1689489047
396,pisco,-13.7,-76.2167,18.03,77,100,2.06,PE,1689489047
397,yarmouth,41.7057,-70.2286,24.54,93,100,5.14,US,1689489047
398,maitum,6.0392,124.4986,26.37,88,100,3.31,PH,1689489048
399,saynshand,44.8824,110.1163,30.48,14,6,3.38,MN,1689489048
400,takanabe,32.1333,131.5,29.94,70,1,5.74,JP,1689489048
401,poplar bluff,36.757,-90.3929,24.88,73,0,0.0,US,1689488811
402,khorinsk,52.1657,109.7726,25.26,59,65,3.16,RU,1689489048
403,quelimane,-17.8786,36.8883,18.97,94,20,2.06,MZ,1689489048
404,korla,41.7597,86.1469,39.58,9,3,3.76,CN,1689489049
405,severo-yeniseyskiy,60.3725,93.0408,11.17,98,100,0.39,RU,1689489049
406,virac,13.6333,124.2167,24.66,80,100,5.55,PH,1689489049
407,sosnovo-ozerskoye,52.5249,111.5418,26.1,43,94,2.38,RU,1689489049
408,praia da vitoria,38.7333,-27.0667,20.14,88,75,4.34,PT,1689489049
409,harda khas,22.3333,77.1,27.11,81,97,6.94,IN,1689489049
410,fountain,38.6822,-104.7008,20.8,73,0,1.54,US,1689488832
411,miranda do douro,41.4969,-6.2731,13.62,75,1,2.99,PT,1689489050
412,pamandzi,-12.7967,45.2794,26.88,65,75,7.2,YT,1689489050
413,cill airne,52.05,-9.5167,12.17,90,100,2.21,IE,1689489050
414,road town,18.4167,-64.6167,28.05,78,46,7.29,VG,1689488789
415,gracias,14.5833,-88.5833,19.74,99,100,0.94,HN,1689489050
416,al ghayzah,16.2079,52.176,28.66,73,40,3.63,YE,1689489070
417,kargasok,59.0556,80.8572,18.43,65,100,3.57,RU,1689489070
418,nyurba,63.2842,118.3319,15.62,47,100,3.36,RU,1689489070
419,holualoa,19.6228,-155.9522,22.91,91,0,2.57,US,1689489070
420,magadan,59.5667,150.8,20.85,75,13,3.69,RU,1689489070
421,buka,40.8108,69.1986,36.38,10,4,2.5,UZ,1689489090
422,el nido,11.1858,119.3956,28.6,78,100,10.43,PH,1689489090
423,chibougamau,49.9168,-74.3659,19.79,77,100,3.6,CA,1689489030
424,khandyga,62.6667,135.6,19.45,37,100,2.53,RU,1689489090
425,tateyama,34.9833,139.8667,29.96,70,75,7.72,JP,1689489090
426,tual,-5.6667,132.75,26.4,81,99,6.7,ID,1689489091
427,akjoujt,19.6969,-14.4164,22.81,88,19,5.56,MR,1689489091
428,tromso,69.6496,18.957,13.01,82,20,2.57,NO,1689489091
429,mo i rana,66.3128,14.1428,16.26,83,100,5.36,NO,1689489091
430,campbell river,50.0163,-125.2446,22.74,75,8,2.29,CA,1689489091
431,porbandar,21.6422,69.6093,29.75,72,27,7.73,IN,1689489092
432,itacare,-14.2775,-38.9967,21.22,93,60,3.38,BR,1689489092
433,trinidad,-14.8333,-64.9,17.33,77,49,1.14,BO,1689489092
434,namsos,64.4662,11.4957,18.03,68,75,7.2,NO,1689489092
435,peniche,39.3558,-9.3811,17.38,69,62,8.97,PT,1689489092
436,al muwayh,22.4333,41.7583,38.64,6,8,1.13,SA,1689489093
437,nizhniy kuranakh,58.8353,125.4869,20.27,59,100,1.27,RU,1689489093
438,aldan,58.6031,125.3894,19.1,51,57,3.8,RU,1689488934
439,maridi,4.9158,29.4742,24.93,72,7,0.48,SS,1689489093
440,neem ka thana,27.7333,75.8,29.51,68,91,4.33,IN,1689489093
441,prineville,44.2999,-120.8345,24.06,26,0,2.06,US,1689489093
442,bandarbeyla,9.4942,50.8122,29.86,52,7,13.47,SO,1689489093
443,lerwick,60.1545,-1.1494,14.0,88,97,0.76,GB,1689489094
444,cockburn town,21.4612,-71.1419,28.27,81,0,7.41,TC,1689489094
445,santa terezinha,-29.9002,-50.0904,12.07,86,100,3.54,BR,1689489094
446,umba,66.6871,34.3429,16.87,66,19,3.7,RU,1689489094
447,sturgis,41.7992,-85.4192,19.82,93,0,0.0,US,1689489113
448,tadine,-21.55,167.8833,21.07,59,13,8.7,NC,1689489152
449,sokyryany,48.4475,27.4168,25.78,40,0,3.42,UA,1689489152
450,bikramganj,25.2,84.25,35.58,47,100,4.35,IN,1689489152
451,enriquillo,17.9,-71.2333,26.19,88,100,5.31,DO,1689489153
452,tchintabaraden,15.8969,5.7985,31.85,39,99,4.28,NE,1689489153
453,arish,31.1316,33.7984,29.43,56,0,2.08,EG,1689489153
454,mandalgovi,45.7625,106.2708,28.77,20,100,3.09,MN,1689489153
455,omu-aran,8.1333,5.1,21.61,94,99,2.88,NG,1689489153
456,sarpol-e zahab,34.4611,45.8626,39.54,7,0,3.51,IR,1689489154
457,guerrero negro,27.9769,-114.0611,18.85,88,8,4.84,MX,1689489154
458,warmbad,-28.45,18.7333,13.82,38,0,1.55,NA,1689489154
459,parol,32.35,75.4333,28.91,76,100,3.24,IN,1689489154
460,fabero,42.7738,-6.6182,14.64,74,12,0.31,ES,1689489154
461,necochea,-38.5473,-58.7368,8.59,65,100,9.08,AR,1689489138
462,sierra grande,-41.606,-65.3557,1.98,75,1,7.47,AR,1689489154
463,milford haven,51.7128,-5.0341,17.01,92,91,7.22,GB,1689489154
464,maragogi,-9.0122,-35.2225,23.22,87,39,2.74,BR,1689489108
465,kingston,17.997,-76.7936,29.53,85,20,2.57,JM,1689489155
466,kamiiso,41.8167,140.65,23.21,94,75,4.63,JP,1689489155
467,shihezi,44.3,86.0333,39.22,14,90,4.89,CN,1689489155
468,coquimbo,-29.9533,-71.3436,9.85,93,0,2.57,CL,1689488922
469,chiredzi,-21.05,31.6667,19.93,43,0,1.94,ZW,1689489156
470,chahuites,16.2833,-94.1833,26.14,81,20,1.94,MX,1689489156
471,abomey,7.1829,1.9912,23.06,95,98,2.72,BJ,1689489156
472,hobyo,5.3505,48.5268,28.65,60,92,10.87,SO,1689489156
473,yuzhno-kurilsk,44.0306,145.8556,13.9,93,100,2.19,RU,1689489156
474,santa ana de yacuma,-13.75,-65.4333,19.04,67,75,1.68,BO,1689489156
475,christchurch,-43.5333,172.6333,11.06,72,100,3.6,NZ,1689488746
476,island harbour,50.724,-1.2758,17.74,77,4,3.58,GB,1689489157
477,lata,40.1629,-8.3327,12.26,76,15,1.61,PT,1689489157
478,nanakuli,21.3906,-158.1547,26.97,62,0,2.57,US,1689489157
479,kyshtovka,56.555,76.6271,18.0,85,60,4.91,RU,1689489157
480,vernon,50.2581,-119.2691,23.85,40,21,2.06,CA,1689489094
481,dodge city,37.7528,-100.0171,22.64,79,85,1.34,US,1689489158
482,santa ines,-3.6667,-45.38,21.73,99,25,1.09,BR,1689489068
483,ivins,37.1686,-113.6794,33.62,17,0,0.89,US,1689488930
484,sotuta,20.6,-89.0167,23.7,93,6,1.71,MX,1689489158
485,tamanrasset,22.785,5.5228,23.95,29,5,2.06,DZ,1689489158
486,bardai,11.65,7.2333,25.41,64,43,1.71,NG,1689489158
487,kiruna,67.8557,20.2251,14.51,63,91,3.6,SE,1689489158
488,tuy hoa,13.0833,109.3,31.73,57,100,7.84,VN,1689489159
489,richards bay,-28.783,32.0377,16.66,45,0,2.08,ZA,1689488828
490,port macquarie,-31.4333,152.9167,18.27,70,10,4.53,AU,1689489149
491,port-vila,-17.7338,168.3219,22.78,83,100,8.23,VU,1689489178
492,lake alfred,28.092,-81.7234,26.62,92,0,2.06,US,1689489178
493,lakehills,29.6047,-98.9431,29.03,72,6,3.24,US,1689489178
494,joshimath,30.5667,79.5667,26.07,85,84,2.76,IN,1689489179
495,salalah,17.0151,54.0924,27.05,89,100,6.17,OM,1689489179
496,kurumkan,54.3,110.3,29.47,40,8,1.49,RU,1689489179
497,north valley,35.1734,-106.6234,27.64,35,20,3.09,US,1689489178
498,shingu,33.7333,135.9833,31.24,58,10,4.74,JP,1689489198
499,labasa,-16.4167,179.3833,22.05,90,100,5.08,FJ,1689489198
500,empangeni,-28.762,31.8933,19.23,37,0,1.77,ZA,1689489199
501,farafangana,-22.8167,47.8333,21.19,62,0,1.57,MG,1689489199
502,la toma,-33.0526,-65.6238,3.37,62,2,1.26,AR,1689489199
503,greenville,35.6127,-77.3663,26.09,99,100,2.57,US,1689489199
504,jinxiang,27.4327,120.6062,30.04,74,85,4.62,CN,1689489199
505,muromtsevo,56.3724,75.2418,17.54,90,96,4.81,RU,1689489199
506,urangan,-25.3,152.9,18.99,79,100,6.38,AU,1689489200
507,pinotepa nacional,16.3167,-98.0167,24.26,87,82,1.69,MX,1689489200
508,taytay,14.5678,121.1394,30.58,76,75,3.6,PH,1689489200
509,lorengau,-2.0226,147.2712,28.43,71,99,5.68,PG,1689489200
510,kayyerkan,69.3786,87.7439,5.72,100,100,5.55,RU,1689489200
511,beau vallon,-20.4189,57.6953,25.68,73,75,5.66,MU,1689489201
512,nabire,-3.3667,135.4833,27.98,81,92,2.1,ID,1689489201
513,socuellamos,39.2858,-2.7921,24.1,35,0,0.28,ES,1689489201
514,bengkulu,-3.8004,102.2655,28.03,72,38,3.22,ID,1689489183
515,fairfax,38.8501,-77.3497,23.23,92,100,3.58,US,1689489201
516,naqadeh,36.9553,45.388,27.27,42,0,3.83,IR,1689489201
517,sabang,5.8933,95.3214,28.53,77,32,11.38,ID,1689489202
518,liman,48.9884,37.8023,21.58,58,99,4.85,UA,1689489202
519,talcahuano,-36.7167,-73.1167,6.82,76,0,2.06,CL,1689489202
520,masuda,34.6667,131.85,34.15,49,40,5.66,JP,1689489202
521,sao raimundo nonato,-9.0153,-42.6994,22.72,54,0,2.88,BR,1689489202
522,battagram,34.6772,73.0233,30.83,55,63,2.5,PK,1689489202
523,ambasa,23.9172,91.8472,30.95,71,97,2.83,IN,1689489202
524,west livingston,30.6983,-95.0019,29.45,77,8,4.92,US,1689489203
525,az zabadani,33.7249,36.1005,29.33,15,0,1.44,SY,1689489203
526,kivioli,59.3531,26.9711,19.48,56,27,2.68,EE,1689488918
527,qusmuryn,52.4503,64.6311,24.74,44,100,4.46,KZ,1689489203
528,claveria,18.6074,121.0832,29.4,73,100,0.96,PH,1689489203
529,kavaratti,10.5669,72.642,28.39,77,97,7.01,IN,1689489203
530,argo,37.6333,22.7333,31.55,35,0,2.31,GR,1689489203
531,agbor,6.2518,6.1934,23.46,97,100,0.95,NG,1689489204
532,osh,40.5151,72.8083,30.36,25,0,3.0,KG,1689489204
533,manay,7.215,126.5397,27.76,87,100,2.21,PH,1689489204
534,anshun,26.25,105.9333,25.89,58,62,6.27,CN,1689489204
535,east london,-33.0153,27.9116,14.52,51,0,4.63,ZA,1689489205
536,chinde,26.8418,88.0763,23.87,79,99,2.67,NP,1689489205
537,gebeit,21.0667,36.3167,34.86,24,6,9.27,SD,1689489205
538,amod,21.9833,72.9,31.74,61,75,4.97,IN,1689488683
539,malvan,16.0667,73.4667,27.3,84,100,5.76,IN,1689489205
540,dwarka,22.2394,68.9678,29.75,72,54,8.05,IN,1689489205
541,vila franca do campo,37.7167,-25.4333,19.23,81,77,2.49,PT,1689489225
542,darab,28.7519,54.5444,38.1,7,0,2.74,IR,1689489225
543,luancheng,37.8792,114.6517,36.09,15,0,2.31,CN,1689489225
544,kapit,2.0167,112.9333,35.17,40,71,2.08,MY,1689489225
545,leongatha,-38.4833,145.95,9.42,83,13,1.58,AU,1689489225
546,les avirons,-21.2418,55.3394,23.55,83,100,11.83,RE,1689489225
547,tralee,52.2704,-9.7026,12.76,85,100,4.01,IE,1689489225
548,tenno,39.9,139.9667,25.56,92,98,8.77,JP,1689489226
549,zaysan,47.4667,84.8667,32.39,16,26,7.02,KZ,1689489226
550,maua,-23.6678,-46.4614,12.65,92,0,0.83,BR,1689489226
551,kem',64.9555,34.5793,21.38,54,100,2.65,RU,1689489226
552,ingeniero jacobacci,-41.3427,-69.5448,-2.1,85,10,2.7,AR,1689489226
553,saldanha,-33.0117,17.9442,13.03,90,30,6.25,ZA,1689489226
554,las khorey,11.1595,48.1967,34.15,47,27,2.01,SO,1689489226
555,inongo,-1.95,18.2667,22.99,68,1,1.34,CD,1689489227
556,gamboma,-1.8764,15.8644,30.33,45,10,0.23,CG,1689489227
557,ghanzi,-21.5667,21.7833,15.93,37,0,5.04,BW,1689489227
